,W1,W2,score,,P1,P2,100-3,100-5,100-7,200-3,200-5,200-7,300-3,300-5,300-7,400-3,400-5,400-7,500-3,500-5,500-7,128-3,128-5,128-7,256-3,256-5,256-7,512-3,512-5,512-7
249,lover,quarrel,6.19,,پریمی,جھگڑا,0.23739591,0.28393218,0.26835462,0.11240726,0.17071056,0.16165791,0.095341705,0.1460082,0.1270376,0.08566502,0.12666269,0.0997706,0.07322622,0.095984735,0.07767148,0.21190012,0.25461757,0.18442048,0.09127535,0.072126746,0.12945667,0.07462118,0.089182355,0.11407151
250,viewer,serial,2.97,,ناظرین,سیریل,0.2811038,0.31650275,0.33904946,0.21349476,0.22486492,0.26506945,0.19515714,0.1913384,0.20981419,0.15911259,0.17857419,0.20307386,0.15748285,0.16147383,0.1888135,0.24681178,0.26362568,0.3034566,0.19203264,0.1937589,0.22282797,0.1612446,0.15584993,0.1869523
251,possibility,girl,1.94,,امکان,لڑکی,-0.15609246,-0.20881233,-0.21433684,-0.1395758,-0.14105178,-0.15685289,-0.11957159,-0.116226345,-0.14241408,-0.08804989,-0.10913211,-0.11629084,-0.069569804,-0.090102784,-0.10411807,-0.13564056,-0.14161575,-0.1427894,-0.11738601,-0.13483982,-0.13772568,-0.08143191,-0.0866947,-0.09718958
252,morality,importance,3.31,,اخلاقیات,اہمیت,0.33359474,0.29814237,0.31663412,0.24012141,0.24864699,0.2510623,0.24850312,0.25005683,0.22971624,0.2396354,0.18719064,0.20721085,0.21644533,0.1935418,0.16747,0.28411877,0.29420137,0.31728137,0.24218208,0.2395838,0.25464267,0.21462189,0.18975289,0.18774427
253,morality,marriage,3.69,,اخلاقیات,شادی,0.02028365,0.016864186,-0.021970434,0.045137823,0.017217344,0.013343047,0.035521295,0.038037702,0.007184926,0.029994894,0.034737643,0.01103097,0.042593688,0.009009672,0.059586186,-0.013348643,-0.02378501,-0.003672905,0.047525126,0.005365372,0.000224762,0.03871676,0.031487647,0.014377344
254,Mexico,Brazil,7.44,,میکسیکو,برازیل,0.8408498,0.8818759,0.87136,0.7959614,0.79661834,0.7938361,0.73135096,0.7439558,0.74467427,0.6949047,0.6887982,0.68975097,0.63335717,0.64837515,0.65197533,0.8179022,0.83621037,0.83942205,0.75513995,0.7801402,0.7595005,0.63331366,0.6433889,0.6416764
255,gender,equality,6.41,,صنف,مساوات,0.2743277,0.3220687,0.27731982,0.1822533,0.21361831,0.22923632,0.24044462,0.17873111,0.20554756,0.20903352,0.157452,0.1884824,0.16963355,0.18948177,0.16367525,0.31766868,0.27791134,0.20824909,0.16558027,0.18948424,0.17048264,0.18571141,0.21390483,0.16647716
256,change,attitude,5.44,,تبدیل,رویہ,0.06250112,0.03367542,0.021184051,0.024623286,0.004141651,-0.031988002,0.032280352,0.012579984,0.0019708,0.035905242,0.005421809,0.01540072,0.033193722,0.01172119,0.008084201,0.05734997,-0.003319351,-0.017951509,0.037487898,0.001870789,0.006729649,0.042825732,0.009115476,0.01543859
257,opera,industry,2.63,,اوپیرا,صنعت,-0.04219168,-0.06793236,-0.061001543,-0.009301561,-0.020738756,-0.03943875,0.042136576,0.024049059,-0.006881081,0.029633725,-0.012824083,0.041139744,0.009644179,-0.018701702,-0.046112098,-0.044752017,-0.10796997,-0.049581684,0.0687008,0.017744709,-0.036026478,-0.009888712,-0.006388968,-0.028106913
258,practice,institution,3.19,,پریکٹس,ادارہ,-0.16632944,-0.21988542,-0.211011,-0.1804924,-0.180596,-0.15706155,-0.11611772,-0.1549464,-0.10796787,-0.09796509,-0.106693454,-0.09565542,-0.08597231,-0.087713614,-0.061245017,-0.1897755,-0.17069533,-0.17584872,-0.112477034,-0.13595793,-0.10794434,-0.07405549,-0.087239854,-0.08481267
259,ministry,culture,4.69,,وزارت,ثقافت,0.17032897,0.07393386,0.08011268,0.14296257,0.053790867,0.04567188,0.14571384,0.074882135,0.02937502,0.12452376,0.06433402,0.017609818,0.12764212,0.06680651,0.021816589,0.1814279,0.08841072,0.05015296,0.15437306,0.07519468,0.031777788,0.117075935,0.06834243,0.02499728
260,problem,challenge,6.75,,مسئلہ,چیلنج,0.5342892,0.5362129,0.54101926,0.48287478,0.48518777,0.49463332,0.4247776,0.4450723,0.46495908,0.41270962,0.406203,0.43286726,0.3847987,0.38877553,0.3963446,0.5422602,0.5022321,0.5347471,0.43605584,0.4585935,0.4929803,0.3736877,0.38323396,0.39559218
261,size,prominence,5.31,,سائز,اہمیت,0.1731642,0.17348841,0.14894654,0.11542657,0.10531546,0.10849868,0.08704897,0.049709808,0.08628489,0.07403031,0.068547204,0.060088154,0.09674783,0.052213874,0.034800418,0.1524858,0.116139755,0.090734564,0.12153101,0.1061897,0.094200596,0.07127972,0.04942091,0.032698747
262,country,citizen,7.31,,ریاست,شہری,0.57949615,0.59633976,0.6017134,0.44791248,0.48278034,0.4673783,0.358533,0.35576516,0.38250563,0.3245935,0.32629347,0.33832097,0.293122,0.28395167,0.3021856,0.5076779,0.5395186,0.5358155,0.387533,0.40612254,0.40814686,0.2980029,0.28170276,0.28942937
263,planet,people,5.75,,سیارے,لوگ,0.35430628,0.31427616,0.27922648,0.294043,0.25611633,0.2586703,0.27028465,0.22528844,0.21294695,0.24628091,0.24395487,0.2029644,0.24319421,0.20617801,0.18475437,0.34188473,0.28038263,0.25335962,0.27930737,0.2561238,0.22290373,0.225806,0.2106506,0.18252364
264,development,issue,3.97,,ترقی,مسئلہ,0.051717132,0.057749446,0.042802937,0.018437741,0.041698426,0.0343152,0.03522619,0.04596744,0.03267781,0.023720516,0.025452627,0.05041276,0.025300113,0.040490802,0.044770923,0.017119579,0.027818307,0.06347662,0.02607609,0.031715218,0.03025791,0.017622445,0.041723743,0.048768904
265,experience,music,3.47,,تجربہ,موسیقی,0.12262561,0.087327816,0.13070457,0.01577901,0.029465288,0.044932526,0.014370427,0.0322085,0.019922651,0.014626551,0.02683435,0.03910556,0.015312518,0.017503358,0.024760567,0.04613401,0.08316677,0.03510751,0.0215208,0.047522478,0.026936889,0.00767652,0.034926023,0.01790256
266,music,project,3.63,,موسیقی,منصوبہ,0.052874275,0.077533744,-0.001025428,0.0885935,0.10168631,0.058961444,0.06901214,0.031122217,0.05810427,0.07945686,0.069191515,0.066306345,0.063107334,0.07474261,0.060494795,0.08291596,0.033269912,0.08910368,0.08846331,0.08920955,0.056273997,0.044445097,0.079683274,0.07845415
267,glass,metal,5.56,,شیشے,دھاتی,0.6148797,0.64443755,0.6358329,0.52398556,0.53519154,0.5506271,0.4832603,0.4529585,0.450099,0.44920075,0.45555544,0.4626778,0.40672237,0.4008903,0.4035683,0.62822366,0.58656454,0.58129025,0.5136102,0.48854238,0.4974919,0.42865884,0.41184697,0.37435842
268,aluminum,metal,7.83,,ایلومینیم,دھات,0.6171563,0.58252645,0.54181683,0.5299204,0.5196282,0.5221399,0.5493624,0.49083126,0.49999326,0.50201046,0.462102,0.43299717,0.45635659,0.45008412,0.43766338,0.59126943,0.55086136,0.558718,0.5272599,0.5330971,0.5227758,0.46531987,0.44641694,0.45656946
269,chance,credibility,3.88,,موقع,اعتبار,0.10172876,0.10007768,0.11675761,0.11078715,0.08240049,0.052326843,0.111542046,0.08531057,0.07744777,0.11515855,0.0884831,0.07212289,0.12542191,0.08989341,0.07066282,0.091287196,0.06539513,0.08256245,0.09715687,0.067150116,0.053686917,0.11303272,0.07295129,0.06299813
270,exhibit,memorabilia,5.31,,دکھانا,یادگار,0.11010093,0.10929033,0.060404025,0.10056146,0.10826395,0.1052951,0.12253491,0.12308529,0.115104124,0.11526529,0.111959234,0.10705198,0.10977329,0.11724805,0.12356958,0.0931021,0.12172043,0.11803676,0.087449,0.13165984,0.124997795,0.086864986,0.093439914,0.11704377
271,museum,theater,7.19,,میوزیم,تھیٹر,0.32529086,0.26953512,0.19686347,0.29757157,0.21167214,0.22747459,0.2735919,0.206361,0.1911181,0.23807953,0.20738272,0.20638485,0.2230005,0.2155029,0.20560369,0.29936275,0.25701,0.21915607,0.29536647,0.25206015,0.20716517,0.2339614,0.2058908,0.20848241
272,space,world,6.53,,خلاء,دنیا,0.2560539,0.26553866,0.27092993,0.21147323,0.17438415,0.17490962,0.18617088,0.17917807,0.17449062,0.17832638,0.16106747,0.14859264,0.15782541,0.15993263,0.12494574,0.25645533,0.26265562,0.23892714,0.21808213,0.2129901,0.15385461,0.17531118,0.15884598,0.13949847
273,shower,thunderstorm,6.31,,بارش,طوفان,0.33715925,0.38721064,0.35841691,0.37508598,0.37951413,0.3725059,0.34658885,0.33316073,0.36230302,0.33805412,0.32649973,0.31803843,0.31977022,0.32448792,0.31481487,0.37513798,0.3722646,0.37580138,0.3683395,0.36939496,0.34960914,0.31302124,0.32439828,0.31711775
274,shower,flood,6.03,,بارش,سیلاب,0.5122142,0.54607385,0.49582556,0.48230642,0.49491048,0.4716252,0.47197625,0.46362475,0.4891685,0.4395439,0.44656223,0.4414693,0.4108956,0.40311188,0.43330404,0.5140043,0.4863367,0.46136397,0.50412935,0.4897732,0.48165065,0.4199811,0.41259372,0.4029069
275,disaster,area,6.25,,تباہی,رقبہ,0.13841549,0.16198827,0.19665633,0.119948216,0.11739156,0.12431076,0.09459738,0.09782441,0.07638841,0.04054799,0.045605395,0.04752818,0.07851932,0.057960667,0.026207436,0.14458296,0.14788334,0.12937263,0.07435493,0.11171825,0.09569352,0.06441878,0.030517528,0.007103568
276,governor,office,6.34,,گورنر,دفتر,0.24756633,0.26905128,0.28997433,0.20202532,0.19028114,0.19817643,0.15372066,0.15516047,0.16274367,0.15824364,0.15174165,0.12604445,0.15931636,0.12700476,0.12178016,0.26143187,0.25122625,0.22088593,0.18450862,0.15500234,0.17260917,0.16174063,0.13565621,0.13085228
